,customer lifetime value
1665,6291.589959
1666,4582.67415
1667,6062.441614
1668,3417.204953
1669,5830.561364
1670,3742.579083
1671,3849.596697
1672,15265.81488
1673,5317.807221
1674,2374.80917
1675,5639.941974
1676,3362.414442
1677,4512.204391
1678,7264.803903
1679,8658.863813
1680,5498.940679
1681,5599.382893
1682,15228.19865
1683,3644.833554
1684,3693.440833
1685,8742.05776
1686,5275.626956
1687,9283.737773
1688,2551.226692
1689,5811.918112
1690,4064.670639
1691,2841.443088
1692,6832.133872
1693,5201.971427
1694,5484.588155
1695,7672.681366
1696,8272.485353
1697,3330.672761
1698,5562.456386
1699,2452.738575
1700,7920.28288
1701,3861.486269
1702,5764.784159
1703,5375.842787
1704,2882.350556
1705,2213.187935
1706,9429.629367
1707,6239.257541
1708,7668.809595
1709,13770.97618
1710,2742.844251
1711,13466.92071
1712,8858.352032
1713,8485.330004
1714,7744.644444
1715,5894.907375
1716,5770.684097
1717,5261.117506
1718,2403.53947
1719,9124.600015
1720,26180.80528
1721,15641.25856
1722,2574.020376
1723,5319.838729
1724,7496.006588
1725,12174.58958
1726,2605.570828
1727,2707.20846
1728,5528.212807
1729,8819.018934
1730,19014.47625
1731,8169.513982
1732,7708.883885
1733,5528.212807
1734,12128.4467
1735,9080.28284
1736,6796.844769
1737,2867.312197
1738,2395.57
1739,7094.167717
1740,4128.091334
1741,4046.936065
1742,4869.282783
1743,2902.151897
1744,4282.947971
1745,7750.120323
1746,6627.174629
1747,7474.605769
1748,5561.291397
1749,6098.462114
1750,2859.52893
1751,5994.424627
1752,5635.249486
1753,5067.208338
1754,2263.284608
1755,14435.67365
1756,4928.397077
1757,12036.62051
1758,8564.768226
1759,2361.883909
1760,5565.693282
1761,5146.80976
1762,2938.080327
1763,14432.74644
1764,13027.41984
1765,2451.988783
1766,4661.984144
1767,5600.010179
1768,4016.132772
1769,22195.80299
1770,7343.353716
1771,4804.514274
1772,2735.538859
1773,6940.972823
1774,2396.219292
1775,5380.898636
1776,8432.815731
1777,7556.507482
1778,7787.431684
1779,4787.812897
1780,9707.647552
1781,2552.226197
1782,5223.429265
1783,5010.44933
1784,5597.12496
1785,4457.936252
1786,8200.78728
1787,2746.080105
1788,10215.77915
1789,2453.570794
1790,5872.958817
1791,3118.927949
1792,5568.656492
1793,9029.71466
1794,7591.827171
1795,2255.312942
1796,32613.69038
1797,9445.649461
1798,6803.596768
1799,9766.217126
1800,7294.846132
1801,5682.515346
1802,6332.941818
1803,4916.577034
1804,4798.240889
1805,10408.96865
1806,9247.464417
1807,7322.92885
1808,8275.900104
1809,5635.403677
1810,14970.28509
1811,9336.336922
1812,48356.96084
1813,5686.915259
1814,8622.835375
1815,5079.674786
1816,5623.314472
1817,5270.013569
1818,8621.172176
1819,7918.334928
1820,21034.01815
1821,15417.6822
1822,8692.636838
1823,6503.143913
1824,31642.10463
1825,5914.951808
1826,4645.839058
1827,6826.797741
1828,3982.180708
1829,2887.779742
1830,2252.416825
1831,8458.531323
1832,7478.313695
1833,3788.649817
1834,5220.685297
1835,7130.294828
1836,8513.592687
1837,5660.133806
1838,4082.170583
1839,5318.89664
1840,4160.162571
1841,2237.347771
1842,3460.12299
1843,16005.50507
1844,6986.603722
1845,8826.961501
1846,4726.869327
1847,27443.47482
1848,7247.313475
1849,5137.852105
1850,2739.05724
1851,5092.793862
1852,5799.826802
1853,5507.063242
1854,10484.91535
1855,8501.279969
1856,8426.057283
1857,6503.397049
1858,46805.22306
1859,4834.710493
1860,2575.3237
1861,37111.65952
1862,4371.190437
1863,16796.33604
1864,7988.506358
1865,2269.841123
1866,4991.47197
1867,2921.930882
1868,7613.193095
1869,5827.409742
1870,2600.641181
1871,8491.465719
1872,9778.733613
1873,22658.53652
1874,10004.02761
1875,4872.774396
1876,7444.814633
1877,5761.11121
1878,5366.779081
1879,6259.477847
1880,7623.580733
1881,10963.95723
1882,7427.845088
1883,4951.656084
1884,4665.129599
1885,6021.842473
1886,3074.105486
1887,4953.086407
1888,7780.489322
1889,7992.779105
1890,4170.687348
1891,23228.23674
1892,5445.81699
1893,4558.498445
1894,5528.212807
1895,10390.66647
1896,7142.54905
1897,5469.542959
1898,11628.73401
1899,10189.65429
1900,2733.431887
1901,4014.453113
1902,7119.531925
1903,11772.79068
1904,2381.790787
1905,5208.35385
1906,5018.727893
1907,11900.54484
1908,7399.032079
1909,5674.381244
1910,7271.43404
1911,3164.494011
1912,2661.033435
1913,14140.55885
1914,7654.227067
1915,2199.73952
1916,2004.350666
1917,13111.11319
1918,15762.60349
1919,13197.92893
1920,2787.539793
1921,3436.134281
1922,2713.36798
1923,2867.312197
1924,14590.24583
1925,6652.474492
1926,2444.621056
1927,11314.24394
1928,10972.06778
1929,3189.66703
1930,19357.37201
1931,7227.120364
1932,7857.303868
1933,5181.620895
1934,4281.062223
1935,11513.16291
1936,5147.11023
1937,8663.497618
1938,2535.321683
1939,21504.3388
1940,7349.32849
1941,8509.850887
1942,4297.189057
1943,2778.323903
1944,5532.863336
1945,17476.64139
1946,10479.89966
1947,2242.574431
1948,2754.45676
1949,8041.20055
1950,6042.9119
1951,2827.43885
1952,22041.85643
1953,2796.802191
1954,4072.849436
1955,5182.462266
1956,6131.663176
1957,2392.13114
1958,3209.663044
1959,2808.606027
1960,4362.931238
1961,6880.468875
1962,3591.066675
1963,5201.252168
1964,5521.542577
1965,5071.651522
1966,2921.681366
1967,15806.53397
1968,4942.630606
1969,4167.419574
1970,6514.954043
1971,9189.518267
1972,8231.223361
1973,3095.175379
1974,74228.51604
1975,7582.113842
1976,16344.60809
1977,11763.15249
1978,4053.373793
1979,3311.15793
1980,3528.044252
1981,5595.389905
1982,5089.694325
1983,22337.1631
1984,4792.830533
1985,27789.69235
1986,7511.660568
1987,18767.55161
1988,4987.643113
1989,5123.196814
1990,5989.773931
1991,5185.797582
1992,5828.1822
1993,13755.54279
1994,9767.936882
1995,12097.91224
1996,2265.318569
1997,5719.088678
1998,10171.47779
1999,10517.15638
2000,4303.471379
2001,11926.75329
2002,16531.70376
2003,13579.29911
2004,5437.443727
2005,5103.296644
2006,4583.100889
2007,6409.627461
2008,8991.98452
2009,12232.77625
2010,5126.038871
2011,11014.1636
2012,3819.619502
2013,8404.395122
2014,9035.671134
2015,5453.707634
2016,3766.366587
2017,7283.934392
2018,2745.249838
2019,2626.279436
2020,2456.816647
2021,8453.677668
2022,3508.569533
2023,2877.354255
2024,7840.165778
2025,2771.045031
2026,5339.488286
2027,6837.536476
2028,13024.13012
2029,5659.238384
2030,5532.462342
2031,7943.513275
2032,9774.605777
2033,13596.19972
2034,23208.39416
2035,7325.892726
2036,4170.340729
2037,7840.165778
2038,17786.2778
2039,19378.9078
2040,2638.140052
2041,9148.877887
2042,13770.97618
2043,10515.96779
2044,5821.684337
2045,3095.803437
2046,10598.54249
2047,7695.122957
2048,6819.23119
2049,8689.822524
2050,8131.779152
2051,3815.321577
2052,11638.89947
2053,22800.53543
2054,4462.997006
2055,13151.83203
2056,14019.97546
2057,2931.155192
2058,4774.751709
2059,8471.417471
2060,5431.219117
2061,5689.644114
2062,3686.723847
2063,3992.583886
2064,3479.137523
2065,2502.637401
2066,3265.156348
2067,4455.843406
2068,7704.95848
2069,2750.705045
2070,13024.13012
2071,2538.62632
2072,2585.955652
2073,5096.673223
2074,10083.48688
2075,4943.386117
2076,6516.214888
2077,8838.085637
2078,3810.238281
2079,6334.466403
2080,11665.09779
2081,10972.06778
2082,6006.963446
2083,2656.713092
2084,2359.423599
2085,12036.62051
2086,8467.387317
2087,9392.557553
2088,5227.230377
2089,2693.75925
2090,2227.072755
2091,2326.864833
2092,16794.31422
2093,5016.827946
2094,7757.924239
2095,8609.158215
2096,5275.056933
2097,5746.32619
2098,2705.987629
2099,6186.265217
2100,22445.28088
2101,6277.844624
2102,7215.821106
2103,6514.430592
2104,34708.87261
2105,4216.19522
2106,13158.37206
2107,2917.539465
2108,6355.678846
2109,13269.59942
2110,5880.256499
2111,5926.729379
2112,4121.252137
2113,7956.152761
2114,24127.50402
2115,26864.20332
2116,31934.62164
2117,5132.684537
2118,4759.624343
2119,2637.942355
2120,6503.397049
2121,12786.66898
2122,3147.973444
2123,5618.485357
2124,3230.576665
2125,7434.675149
2126,11714.78278
2127,2009.772923
2128,6625.472768
2129,9567.711298
2130,18474.71111
2131,12157.32992
2132,2956.358303
2133,3963.394851
2134,10896.04838
2135,6081.048248
2136,30141.61738
2137,5737.233278
2138,16979.79757
2139,10915.35877
2140,3808.122147
2141,5408.911507
2142,13419.39623
2143,3237.996209
2144,10357.62776
2145,11619.91802
2146,8209.054963
2147,3096.511217
2148,4804.35851
2149,4786.054889
2150,15886.03136
2151,5285.079293
2152,2945.370362
2153,18089.79629
2154,10208.92761
2155,20708.25881
2156,5247.852585
2157,5179.55248
2158,4513.435299
2159,5297.625945
2160,5377.014781
2161,7661.388132
2162,2677.279707
2163,6877.817669
2164,5714.232848
2165,4929.549699
2166,10484.91535
2167,9490.406534
2168,7805.31287
2169,21274.34205
2170,5838.89915
2171,2677.495763
2172,2374.798861
2173,22103.5072
2174,2427.770513
2175,7294.40195
2176,11360.46496
2177,2811.956395
2178,4386.277558
2179,6446.918637
2180,8427.172486
2181,5290.127299
2182,5592.455266
2183,18892.19767
2184,13623.62257
2185,25464.82059
2186,2175.624856
2187,6699.222525
2188,9043.678095
2189,4369.041685
2190,51337.90677
2191,28699.89392
2192,4270.034394
2193,5345.994644
2194,4774.747415
2195,14727.50526
2196,4755.47946
2197,3436.134281
2198,8355.774443
2199,3412.566597
2200,6185.337641
2201,8456.722498
2202,3021.938522
2203,6966.142868
2204,10083.48688
2205,2539.990699
2206,8456.455313
2207,26576.31541
2208,10963.95723
2209,9671.98323
2210,1898.683686
2211,8595.146838
2212,5532.753182
2213,9371.773682
2214,3975.321516
2215,4456.016549
2216,3495.891476
2217,8512.13221
2218,4650.063763
2219,13523.12989
2220,4422.409799
2221,7320.98824
2222,7031.463693
2223,5123.484988
2224,9050.756606
2225,10963.95723
2226,6039.020697
2227,2108.493744
2228,9875.092794
2229,6928.601611
2230,14318.44839
2231,5107.071054
2232,17223.89108
2233,7516.831717
2234,5389.499465
2235,6275.155361
2236,4722.237214
2237,6282.317743
2238,7986.191274
2239,6503.219978
2240,4881.753428
2241,2514.59196
2242,7955.442668
2243,4809.21696
2244,9696.548818
2245,8709.321889
2246,2858.452328
2247,5233.949019
2248,13494.76017
2249,6870.607058
2250,5652.72374
2251,2345.262087
2252,19688.31898
2253,7247.206475
2254,6085.304178
2255,5480.070226
2256,6876.309925
2257,5368.887709
2258,8283.066678
2259,5384.671725
2260,3508.569533
2261,8427.172486
2262,4553.809528
2263,4318.433036
2264,14091.19449
2265,8693.631249
2266,6661.181553
2267,2654.380994
2268,4428.031583
2269,5738.277584
2270,5815.049178
2271,4425.905071
2272,2574.020376
2273,2832.513487
2274,4876.315707
2275,5181.620895
2276,5947.215835
2277,2563.863345
2278,15144.40954
2279,5558.304507
2280,8109.364607
2281,15638.57599
2282,8334.317162
2283,10418.31143
2284,6846.150323
2285,9403.875138
2286,16985.49688
2287,21101.21422
2288,2914.955295
2289,8593.866533
2290,6861.745956
2291,2680.900678
2292,15797.98978
2293,2863.312165
2294,30061.69259
2295,10682.7619
2296,2746.90319
2297,2388.949198
2298,13776.74135
2299,17263.64048
2300,4669.22664
2301,4673.196379
2302,4347.591949
2303,33873.18123
2304,9100.787395
2305,6358.251692
2306,2628.468543
2307,7193.101159
2308,5039.869278
2309,3962.825542
2310,6425.709981
2311,15672.69696
2312,3237.996209
2313,12992.27561
2314,22217.96796
2315,4931.258363
2316,4330.38602
2317,8296.176276
2318,8334.359986
2319,5348.071007
2320,2398.740007
2321,6622.05254
2322,4155.946211
2323,8430.059143
2324,2545.518369
2325,5004.583872
2326,2899.702858
2327,6767.806751
2328,3123.080994
2329,8184.691323
2330,7636.279594
2331,9227.567263
2332,7587.337272
2333,2191.133237
2334,5004.135361
2335,4794.931261
2336,26730.06042
2337,4260.765808
2338,15477.27854
2339,5126.836814
2340,4068.092649
2341,17712.20524
2342,9775.816061
2343,20534.39224
2344,5800.188903
2345,3319.620511
2346,6529.431827
2347,7602.663689
2348,2839.808041
2349,3288.209809
2350,15031.5645
2351,5055.902381
2352,8012.917253
2353,8300.70769
2354,2516.103555
2355,2749.407985
2356,8071.334962
2357,2867.312197
2358,7285.030983
2359,4118.588554
2360,5293.368089
2361,13265.96256
2362,2369.439009
2363,9816.528302
2364,21914.40548
2365,5143.88351
2366,3136.698216
2367,7713.819259
2368,2867.312197
2369,11516.40557
2370,15025.19126
2371,4013.849907
2372,3288.825448
2373,13736.1325
2374,3890.87081
2375,5701.277221
2376,2590.214327
2377,3223.331519
2378,4912.025292
2379,6532.010543
2380,8012.124825
2381,3731.504584
2382,2702.380487
2383,23207.24981
2384,3347.028677
2385,8382.630118
2386,11793.12528
2387,2965.71995
2388,5646.323845
2389,2452.491364
2390,5953.213546
2391,12883.81001
2392,2471.528431
2393,2927.07045
2394,8400.788878
2395,2729.126448
2396,7643.068919
2397,2493.591571
2398,4170.572119
2399,4908.207958
2400,3891.583881
2401,2682.423898
2402,10003.24729
2403,13094.60875
2404,5719.785738
2405,9393.968332
2406,3433.82408
2407,4932.878744
2408,13610.10746
2409,2913.323811
2410,5111.304579
2411,4540.381153
2412,5598.273622
2413,9638.066778
2414,9801.287358
2415,5504.139033
2416,8447.801005
2417,19927.63513
2418,5815.261714
2419,18690.34066
2420,7224.235434
2421,8595.982289
2422,12362.08766
2423,4916.303715
2424,8935.274872
2425,5433.214031
2426,4847.24253
2427,5714.165863
2428,10097.68732
2429,4726.869327
2430,7079.790277
2431,5395.434909
2432,9452.996411
2433,5284.312599
2434,20215.3918
2435,2510.054168
2436,19884.91592
2437,4014.453113
2438,2540.689797
2439,27382.81893
2440,4875.31604
2441,12324.2654
2442,2280.386988
2443,4165.994433
2444,4974.801539
2445,2404.917967
2446,3032.816016
2447,2891.272351
2448,15261.41386
2449,5015.009472
2450,5325.394799
2451,5291.395332
2452,16107.19004
2453,7605.637524
2454,3065.365332
2455,6245.575806
2456,9406.381948
2457,7815.46882
2458,9747.99401
2459,4686.469674
2460,8869.619888
2461,4741.808942
2462,24178.68478
2463,7951.777533
2464,6762.082924
2465,3044.78946
2466,5908.16294
2467,4574.547243
2468,8377.499751
2469,22332.43946
2470,5838.89915
2471,7577.065297
2472,8012.841201
2473,9217.978125
2474,2749.189304
2475,3588.87609
2476,3954.538361
2477,3230.576665
2478,5158.648497
2479,2776.582901
2480,12836.00951
2481,28421.57022
2482,2276.392936
2483,3895.961837
2484,4247.683347
2485,6005.847375
2486,2719.506996
2487,4185.757242
2488,33473.34946
2489,7331.508054
2490,9320.284812
2491,3312.323945
2492,5560.278162
2493,8214.602384
2494,8647.139152
2495,4446.738622
2496,7769.841954
2497,3911.118202
2498,2731.520409
2499,8401.788653
2500,5875.038074
2501,6188.379423
2502,4506.577736
2503,10548.53703
2504,35203.57475
2505,8193.750001
2506,5313.436344
2507,4379.770178
2508,20885.55547
2509,2771.963072
2510,5461.548993
2511,2570.235172
2512,2227.072755
2513,5394.000979
2514,2300.691547
2515,25360.10404
2516,4374.038985
2517,4953.358432
2518,4590.811214
2519,5062.37379
2520,9075.768214
2521,8133.157212
2522,2869.301319
2523,27937.75093
2524,2606.186321
2525,7764.273102
2526,18380.39026
2527,6102.953572
2528,9191.672825
2529,9581.281433
2530,7532.262392
2531,2795.321353
2532,5673.840992
2533,15016.18511
2534,3087.249746
2535,5480.701059
2536,7944.973807
2537,8543.247323
2538,5380.898636
2539,4650.063763
2540,36946.06393
2541,3314.55133
2542,4566.377261
2543,5597.12496
2544,2540.551456
2545,2939.330187
2546,16068.34838
2547,7360.873696
2548,2700.985899
2549,3095.705571
2550,4383.751482
2551,9928.874825
2552,2399.17815
2553,3402.777293
2554,8711.302422
2555,4358.762008
2556,2551.226692
2557,5642.747998
2558,4151.667368
2559,2842.025913
2560,8791.444942
2561,8268.272933
2562,8581.637267
2563,5244.40475
2564,8509.019846
2565,4743.615503
2566,22754.66137
2567,5335.015944
2568,6966.319103
2569,21205.37785
2570,4271.200049
2571,5580.818466
2572,2224.089639
2573,2709.539796
2574,2890.338106
2575,6403.577368
2576,5981.381645
2577,6225.022266
2578,8496.358981
2579,10213.99111
2580,4547.162694
2581,5741.696078
2582,2388.353882
2583,12624.96121
2584,8382.478392
2585,4964.666365
2586,2871.437451
2587,13080.78528
2588,2482.411991
2589,2726.834065
2590,4776.186527
2591,6091.89923
2592,5015.009472
2593,9035.671134
2594,4381.880534
2595,5775.517825
2596,4250.282624
2597,2347.048112
2598,6940.069184
2599,2572.506605
2600,41491.74481
2601,3571.346578
2602,12734.21253
2603,4529.112791
2604,4177.876779
2605,9824.745841
2606,2430.801647
2607,19160.98994
2608,3301.518961
2609,4692.098956
2610,8092.87696
2611,3964.534974
2612,2497.531509
2613,9656.212573
2614,8888.143979
2615,7347.410517
2616,8578.364528
2617,3467.323976
2618,8901.468512
2619,2619.337376
2620,8838.085637
2621,10127.77087
2622,4633.452912
2623,7796.000083
2624,2993.024583
2625,7985.472561
2626,3508.569533
2627,2722.210707
2628,2783.583044
2629,8649.997286
2630,4652.91278
2631,8395.806331
2632,8804.53711
2633,7155.337765
2634,3954.344534
2635,15032.9003
2636,8257.666512
2637,9256.918609
2638,6507.751779
2639,2530.705137
2640,5482.549359
2641,4050.506193
2642,6326.679236
2643,2627.76229
2644,7814.604545
2645,6314.579645
2646,6386.278164
2647,2537.969253
2648,5335.375586
2649,4549.079221
2650,4836.21886
2651,6478.801192
2652,35440.14262
2653,2404.380963
2654,9264.565015
2655,2433.024631
2656,5367.089817
2657,2452.360892
2658,8646.504109
2659,4340.086445
2660,4930.949334
2661,5292.632491
2662,8986.610653
2663,5619.967791
2664,10340.45566
2665,6369.262355
2666,2767.5949
2667,4831.421687
2668,4282.947971
2669,5718.276608
2670,2580.849899
2671,6481.382268
2672,5133.414764
2673,9369.639891
2674,3196.578455
2675,4720.608872
2676,8861.900439
2677,6032.737631
2678,6832.36853
2679,2242.090803
2680,4157.698118
2681,6189.122455
2682,5643.724704
2683,5332.462694
2684,2121.313061
2685,8281.740124
2686,7835.929299
2687,2552.913868
2688,2795.410029
2689,8007.399376
2690,6886.324494
2691,5106.781547
2692,5612.375586
2693,5658.912313
2694,7263.599744
2695,8712.157741
2696,9198.685111
2697,5162.370678
2698,6289.946999
2699,3649.708655
2700,6766.558551
2701,4631.011293
2702,6810.52531
2703,9378.634228
2704,15762.53198
2705,2635.505781
2706,5741.72743
2707,8414.942855
2708,9123.911266
2709,15994.008
2710,9022.08313
2711,4759.664624
2712,3993.882994
2713,18853.73945
2714,8840.193762
2715,6696.903521
2716,8476.082867
2717,5205.748188
2718,6141.961623
2719,4376.363592
2720,12375.02163
2721,3451.10244
2722,8107.26533
2723,8662.048958
2724,8696.907111
2725,2535.266473
2726,5633.741543
2727,5176.730072
2728,5531.723723
2729,2810.671023
2730,2780.729047
2731,2572.452634
2732,7664.219255
2733,3839.746159
2734,2509.268453
2735,14566.09246
2736,3220.775528
2737,3199.824902
2738,16045.10952
2739,4918.916267
2740,5623.757656
2741,5677.465907
2742,3016.444225
2743,5279.124682
2744,4803.935174
2745,2608.786334
2746,7832.569008
2747,4260.33573
2748,2369.369299
2749,20604.01627
2750,2652.067994
2751,2597.864075
2752,7712.436971
2753,4698.88415
2754,3403.919366
2755,4355.702301
2756,11095.97445
2757,3300.684961
2758,6981.081694
2759,16922.12519
2760,7639.670244
2761,19237.77089
2762,2915.649943
2763,4196.429642
2764,16473.16905
2765,2657.570431
2766,3267.709691
2767,2584.532849
2768,5503.919257
2769,8021.067105
2770,19606.35999
2771,1904.000852
2772,7288.297591
2773,5553.521059
2774,11702.34819
2775,36897.79765
2776,2957.102851
2777,19643.54421
2778,4111.888285
2779,15122.99194
2780,12807.09083
2781,2500.241685
2782,4260.709139
2783,2609.533154
2784,10796.44832
2785,2590.654042
2786,29199.81072
2787,4194.659772
2788,10314.52484
2789,9028.307862
2790,3954.344534
2791,6089.517361
2792,12827.42831
2793,9135.291575
2794,7902.681227
2795,14827.91055
2796,2500.834374
2797,5395.346288
2798,2651.615963
2799,2119.894333
2800,7155.471967
2801,5994.226432
2802,22647.21772
2803,2833.797966
2804,22332.43946
2805,5846.41534
2806,2867.211836
2807,14435.66453
2808,5237.477743
2809,7710.912153
2810,5158.576449
2811,5414.897604
2812,2903.749709
2813,5575.751228
2814,2616.409509
2815,4617.838205
2816,20123.86854
2817,3200.795405
2818,8583.854913
2819,4349.30875
2820,4729.593583
2821,5015.009472
2822,5797.604861
2823,3475.07136
2824,8542.218196
2825,16473.16905
2826,6776.353402
2827,9713.156737
2828,4429.193391
2829,2435.535995
2830,9863.502214
2831,8207.858272
2832,2781.446975
2833,5807.994569
2834,8395.272249
2835,14333.92489
2836,11003.54385
2837,4049.807215
2838,2141.750757
2839,5079.843625
2840,2895.522489
2841,9031.214859
2842,6554.390004
2843,7487.744636
2844,15118.89548
2845,9007.431501
2846,5488.931031
2847,7234.142952
2848,5205.751205
2849,4697.152892
2850,6207.171358
2851,6615.815683
2852,9708.504642
2853,10831.13004
2854,4626.801093
2855,6748.231188
2856,2542.06388
2857,5450.394878
2858,7243.865476
2859,8306.550901
2860,2734.514945
2861,11030.66148
2862,3402.39442
2863,6945.016955
2864,2568.843396
2865,5764.648599
2866,5403.546122
2867,4899.231772
2868,9048.983447
2869,8093.898245
2870,2496.766693
2871,2602.24525
2872,6751.437153
2873,3621.68883
2874,6896.088021
2875,5438.696611
2876,14472.583
2877,2359.423599
2878,5323.267311
2879,7390.903278
2880,11447.5071
2881,5754.853121
2882,10244.2435
2883,4645.569555
2884,4887.344366
2885,2497.808174
2886,2369.111588
2887,4490.597249
2888,3719.247732
2889,4198.030023
2890,2420.711888
2891,4462.997006
2892,6291.655714
2893,4270.034394
2894,2460.665175
2895,19435.62924
2896,7374.077921
2897,18269.53692
2898,11925.71535
2899,4223.274671
2900,10298.38586
2901,5229.741907
2902,2402.81597
2903,3933.813993
2904,4299.838835
2905,7635.554626
2906,2722.210707
2907,7291.599536
2908,58753.88046
2909,5261.037541
2910,16938.29858
2911,10575.94816
2912,5552.331515
2913,7150.225367
2914,8717.049833
2915,6847.588918
2916,5418.726537
2917,3528.044252
2918,16468.22079
2919,7285.030983
2920,16963.83934
2921,5807.659307
2922,5068.264582
2923,8797.829644
2924,4439.900652
2925,2404.459452
2926,5066.634057
2927,5890.528762
2928,2410.498573
2929,5288.240125
2930,26413.54751
2931,16236.47626
2932,5534.576395
2933,9202.638441
2934,2592.437797
2935,8019.856041
2936,6943.741598
2937,13367.86562
2938,5885.335302
2939,3479.760165
2940,9103.8997
2941,4813.284447
2942,9575.7578
2943,13736.1325
2944,8090.884414
2945,8267.119555
2946,2489.16729
2947,2395.57
2948,3863.309585
2949,5173.485319
2950,4984.618655
2951,2396.192355
2952,2631.87754
2953,6993.838856
2954,15055.53836
2955,3401.881747
2956,4126.61326
2957,4462.997006
2958,9320.090224
2959,3663.740198
2960,4962.208409
2961,2816.758764
2962,4330.769101
2963,8262.879764
2964,4666.643522
2965,5876.054314
2966,8427.723769
2967,13023.9329
2968,8209.59982
2969,2464.238061
2970,2727.520769
2971,3086.013544
2972,22067.728
2973,4836.054291
2974,6912.03963
2975,2570.761765
2976,2991.696011
2977,8253.266591
2978,10477.77713
2979,16373.7273
2980,5184.94945
2981,10634.83711
2982,15114.40241
2983,11875.89915
2984,4369.496687
2985,7432.856752
2986,2558.762931
2987,5452.171237
2988,2968.077571
2989,15700.28436
2990,7477.176362
2991,9407.452895
2992,4428.038374
2993,10053.55227
2994,2907.898828
2995,7644.763153
2996,9709.746073
2997,8439.615236
2998,4209.682602
2999,8556.418397
3000,26770.44534
3001,16265.58682
3002,3624.901612
3003,2519.918897
3004,4819.183706
3005,3028.780121
3006,2316.796105
3007,13869.92705
3008,25807.063
3009,2342.01381
3010,2747.771656
3011,5479.555081
3012,9199.539814
3013,8060.161694
3014,6686.128629
3015,4709.52218
3016,2685.425957
3017,3920.511337
3018,5493.698779
3019,8521.738901
3020,2414.072446
3021,4282.947971
3022,5918.330563
3023,7519.133631
3024,4472.334422
3025,5531.627731
3026,8435.176463
3027,10196.1106
3028,20552.62128
3029,3915.798108
3030,6010.502178
3031,2854.114491
3032,5994.255419
3033,4477.45201
3034,5544.909083
3035,3600.934326
3036,9934.865795
3037,6874.84827
3038,2374.147419
3039,9162.063169
3040,7380.086414
3041,2655.996158
3042,7591.109246
3043,5015.009472
3044,4603.975141
3045,2551.226692
3046,5641.35916
3047,5463.913828
3048,4866.647452
3049,2779.85389
3050,4563.018085
3051,14376.55039
3052,2279.747148
3053,5380.316469
3054,8708.27928
3055,18611.45356
3056,2215.912948
3057,7780.903354
3058,2860.864563
3059,5577.942343
3060,7268.096004
3061,4060.956163
3062,7813.411572
3063,4762.156975
3064,14166.20344
3065,4354.398727
3066,2880.348532
3067,19185.0725
3068,5329.075482
3069,4883.805481
3070,4510.194071
3071,15304.51777
3072,5237.935672
3073,15119.55539
3074,5860.01804
3075,32306.28587
3076,4655.392106
3077,5326.501981
3078,6513.612638
3079,3491.741616
3080,7870.360084
3081,4274.618943
3082,7189.106255
3083,11315.20373
3084,2480.529264
3085,7344.836277
3086,6974.922464
3087,20096.89337
3088,5623.611187
3089,2828.095211
3090,7294.492993
3091,5583.575264
3092,25763.41423
3093,5639.941974
3094,4576.759564
3095,2875.43239
3096,3031.399321
3097,5979.724161
3098,2242.244448
3099,16547.63728
3100,15814.74557
3101,4879.384813
3102,5494.87251
3103,5060.303189
3104,11269.23099
3105,10552.87837
3106,7517.378484
3107,6298.177143
3108,7821.945982
3109,22806.46912
3110,4386.277558
3111,3499.988408
3112,7528.092744
3113,2732.613084
3114,13736.1325
3115,7060.212867
3116,3732.305945
3117,4064.182317
3118,5754.746414
3119,8460.80939
3120,5638.150224
3121,7163.540342
3122,2803.796963
3123,20940.30306
3124,3130.67843
3125,3741.570763
3126,3439.089657
3127,7284.445594
3128,5278.528037
3129,5680.276365
3130,2194.668123
3131,6473.32562
3132,18522.29433
3133,4700.007467
3134,21295.51371
3135,6158.846901
3136,8653.562027
3137,3776.320768
3138,4897.041423
3139,14947.9173
3140,9011.129467
3141,10083.48688
3142,2938.728161
3143,5639.941974
3144,2606.045519
3145,52811.49112
3146,5226.286197
3147,8382.630118
3148,14703.13246
3149,18948.34795
3150,12265.60041
3151,4529.976333
3152,9220.013197
3153,4087.512572
3154,9247.547393
3155,13024.13012
3156,25807.063
3157,6104.723142
3158,2725.356404
3159,3260.74476
3160,23740.12142
3161,7599.895827
3162,32467.66151
3163,5633.949267
3164,5640.021911
3165,8370.401649
3166,5170.450306
3167,7521.194691
3168,12731.95161
3169,5666.867962
3170,4436.806209
3171,17966.28765
3172,2436.005997
3173,6650.816974
3174,2751.365822
3175,4362.931238
3176,4014.453113
3177,8459.053233
3178,2203.439795
3179,9388.162927
3180,6791.215414
3181,23142.1509
3182,3038.114641
3183,8879.790017
3184,21590.44235
3185,8457.461231
3186,4770.73904
3187,4312.869599
3188,6293.963716
3189,7098.017093
3190,4395.885525
3191,5564.735366
3192,5321.108879
3193,2867.312197
3194,9414.119587
3195,7414.436023
3196,5078.451231
3197,2773.455358
3198,8072.746442
3199,12280.76661
3200,3136.432103
3201,5232.333113
3202,14722.22122
3203,30118.6554
3204,5970.995737
3205,8026.278333
3206,3567.503755
3207,8491.020256
3208,2545.220272
3209,8870.673845
3210,46770.94705
3211,9378.900706
3212,5645.513529
3213,8406.763319
3214,4655.209814
3215,6520.824777
3216,2989.963139
3217,32677.34284
3218,21112.53624
3219,4270.034394
